id,Home team,Home team score, Host team,Host team score,Home team win odd,Draw odd,Host team win odd,Event result type,leaguelink,season
0x00204EE359B84E86A841B46A2827B60200000000000000000000000000000000,Blackburn,0,Newcastle,2,2.400,3.320,2.940,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x0093D138BD2E4EABB0744E2C63E08C1700000000000000000000000000000000,Aston Villa,0,Swansea,2,1.860,3.380,4.460,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x00EF64C8C97445BA83F2F15F257731E800000000000000000000000000000000,West Brom,1,Chelsea,0,3.960,3.350,1.980,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x0134B4ED45D64813ACDB777A4179C0DA00000000000000000000000000000000,Manchester Utd,2,West Brom,0,1.320,5.270,9.350,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x0138B83B563B4834A732E3526A4C8A9800000000000000000000000000000000,Arsenal,1,Everton,0,1.510,4.100,6.510,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x02189B3F025D4DBCB33EB9441A8518C900000000000000000000000000000000,Wolves,1,Newcastle,2,2.470,3.240,2.900,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x0361FD57BC5A400B93F202AB9943DDC900000000000000000000000000000000,Arsenal,7,Blackburn,1,1.280,5.470,11.250,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x036C8ADE1DC34D8084CE6CAF7C256B0000000000000000000000000000000000,Blackburn,1,Tottenham,2,4.280,3.580,1.840,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x0450436C3A464C4BA5E503C6BF8B21AB00000000000000000000000000000000,West Brom,2,Wolves,0,2.050,3.250,3.820,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x04A3E2AFC33442BC878BD4207EAE620000000000000000000000000000000000,Manchester Utd,2,Liverpool,1,1.980,3.330,4.020,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x050D62222BD442D19FF36E7F2639189000000000000000000000000000000000,QPR,2,Sunderland,3,2.680,3.230,2.650,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x057F08093AAA4A5F846561E9599E970400000000000000000000000000000000,Chelsea,1,Liverpool,2,1.840,3.500,4.400,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x05A628A06A44412398ECA52DFA45BB4A00000000000000000000000000000000,Wolves,1,Chelsea,2,6.070,3.830,1.580,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x0630632F623249D8A5A8B15F8941343200000000000000000000000000000000,Tottenham,2,Blackburn,0,1.340,5.200,8.620,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x066B5AC5AC824B83812BE855BAF06F2500000000000000000000000000000000,Stoke,2,Fulham,0,2.330,3.150,3.210,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x067897358B86497A9EAADC8BB796083200000000000000000000000000000000,Manchester City,3,Stoke,0,1.220,6.060,13.620,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x06DBCECD3A274F27A0E99DF718B301AF00000000000000000000000000000000,Wolves,2,Norwich,2,2.020,3.450,3.640,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x070DEACC30FE4891A6851A8E22F2968800000000000000000000000000000000,Aston Villa,1,Stoke,1,2.200,3.240,3.380,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x073B64C80F2B4F44AD2E30173F9C826300000000000000000000000000000000,Arsenal,1,Wigan,2,1.270,5.660,11.000,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x0A644E98E9FD4AFF8A573B75D37631D400000000000000000000000000000000,Swansea,3,Blackburn,0,1.990,3.440,3.790,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x0ABD33D06E8B447A87669F0142E6D09300000000000000000000000000000000,Blackburn,3,QPR,2,2.180,3.350,3.320,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x0AD66FCD9B5B45A78264D9E70379FC3000000000000000000000000000000000,Tottenham,1,Norwich,2,1.290,5.480,10.330,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x0BA53FD39B8A40B4B0DCE794A1AAF2B700000000000000000000000000000000,QPR,1,Aston Villa,1,2.070,3.240,3.690,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x0BCD443AE952410D8973963F816B200100000000000000000000000000000000,Wolves,0,Manchester Utd,5,10.180,5.360,1.300,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x0BEB385C80C142E386DFF642197B405600000000000000000000000000000000,Wigan,3,Blackburn,3,2.510,3.270,2.830,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x0BFDF9B281CE473180326EE2BB0E837500000000000000000000000000000000,QPR,1,Everton,1,2.960,3.230,2.440,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x0C8318B7B50D40F1B587B38A93C1635B00000000000000000000000000000000,Sunderland,0,Fulham,0,2.380,3.210,3.050,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x0C9D936456494B1188D7AB5823D4991400000000000000000000000000000000,Everton,4,Fulham,0,1.800,3.510,4.620,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x0CBFD787A66D4491B5574B3C591DFB2200000000000000000000000000000000,Everton,2,Chelsea,0,3.220,3.220,2.290,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x0D0997295F8F4396B43B31514C80AC4800000000000000000000000000000000,Tottenham,3,QPR,1,1.370,4.790,8.490,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x0D580C00B88342E2B1BC5EFF34FB73FF00000000000000000000000000000000,Chelsea,2,Manchester City,1,2.270,3.550,2.990,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x0DBF549287484578A4F30EFF85BDEF8400000000000000000000000000000000,Fulham,0,Swansea,3,1.770,3.540,4.750,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x0EDAF6AB103646AD9A4F48193B0A16BD00000000000000000000000000000000,QPR,0,Newcastle,0,2.430,3.240,2.940,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x0F654EDED3E845DD99A24539C8C2663C00000000000000000000000000000000,Sunderland,2,Aston Villa,2,2.010,3.360,3.830,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x105BC037BAA9430D98B1BCBE01A6C34D00000000000000000000000000000000,Fulham,1,West Brom,1,1.830,3.460,4.490,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x10F6919442F441BBA44FF3420848071700000000000000000000000000000000,Swansea,3,Bolton,1,2.020,3.370,3.730,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x1310877AD179456B9F03601698B52BA800000000000000000000000000000000,Tottenham,5,Newcastle,0,1.500,4.160,6.660,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x131C3DF062B24185A3A317088467131E00000000000000000000000000000000,Sunderland,0,Manchester Utd,1,7.050,4.530,1.440,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x13765229D4FF42348A8630E6183D2A7500000000000000000000000000000000,Wolves,0,Blackburn,2,2.330,3.340,3.040,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x140BDE0B6A1D4ED89B29F5388AAFCCD800000000000000000000000000000000,West Brom,0,Fulham,0,2.150,3.260,3.460,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x1464017355F84824A1D0405224AD73E400000000000000000000000000000000,Sunderland,2,Blackburn,1,1.840,3.500,4.370,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x14F84BEA57C04246A0C7FB6EC77B5B2E00000000000000000000000000000000,Liverpool,0,Stoke,0,1.450,4.170,7.890,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x1542D37745714A8E88FCA4CA61C3427F00000000000000000000000000000000,Wigan,1,Tottenham,2,4.670,3.520,1.780,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x16118E2B9C0845E3A525A31C63AFD68400000000000000000000000000000000,Bolton,1,Norwich,2,1.850,3.420,4.400,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x16437E1E273B4FB3BF93B2FD6AA1E0B400000000000000000000000000000000,Bolton,1,Chelsea,5,8.590,4.490,1.390,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x16AB8921FCA445338D8B0AB8C5FC3C8A00000000000000000000000000000000,Liverpool,1,Arsenal,2,2.050,3.360,3.710,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x17831A6F935D46AF8CC47429856215B600000000000000000000000000000000,Norwich,1,Arsenal,2,5.130,3.710,1.690,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x17A8DBB2ACF84A3694F5735AE33C395A00000000000000000000000000000000,Everton,0,Manchester Utd,1,4.140,3.360,1.940,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x1866087C332D4BEB90E7528A99FB0A7A00000000000000000000000000000000,Stoke,1,Newcastle,3,2.000,3.260,3.970,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x19BAAFDEC6E44C85B801D61CCD94461500000000000000000000000000000000,Norwich,2,Bolton,0,2.060,3.410,3.570,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x19CE3B79A8D0416BA3D6AF93713C62D700000000000000000000000000000000,Stoke,2,Wigan,2,1.760,3.580,4.800,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x1AC484D8BC26421AB7673EB4C094536700000000000000000000000000000000,Liverpool,0,Swansea,0,1.280,5.290,11.670,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x1D1FE7B7B8734768989C2DF873AA03AA00000000000000000000000000000000,West Brom,2,Bolton,1,1.980,3.380,3.870,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x1EC56F37D2C445E1A3FFC78D93FF7A3300000000000000000000000000000000,Tottenham,2,Fulham,0,1.410,4.490,7.880,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x1F0F303A3AFD425682E124AC3F6828CB00000000000000000000000000000000,Everton,1,Manchester City,0,4.440,3.490,1.840,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x1F6AC2932E9441068F7099658B18A60C00000000000000000000000000000000,Manchester City,3,Wolves,1,1.160,7.040,18.210,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x20473AE96AE44E62B1EFF85434572A9600000000000000000000000000000000,Liverpool,4,Chelsea,1,2.060,3.620,3.400,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x212C58B9FA474A498674516C6396A08C00000000000000000000000000000000,Blackburn,4,Arsenal,3,3.790,3.380,2.000,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x2327B95134C744F89ADD3B0BFC45E00A00000000000000000000000000000000,Manchester Utd,2,QPR,0,1.160,7.360,15.580,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x23DBCACD4C514984854321B3325C9A2700000000000000000000000000000000,Tottenham,1,Chelsea,1,2.760,3.270,2.580,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x23E09F659F1B4115AE2CFED2D7B5B75100000000000000000000000000000000,Stoke,0,Sunderland,1,2.260,3.240,3.270,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x24CBF7D9876B4DEDA6E8AD50F2E6EB2100000000000000000000000000000000,Manchester City,3,QPR,2,1.120,8.760,19.060,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x2563C17F29CB4FBE83DC7B605973AECD00000000000000000000000000000000,Norwich,3,Blackburn,3,1.960,3.410,3.910,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x265F840DB5604C238EF77C366DD093DF00000000000000000000000000000000,Wolves,0,Manchester City,2,13.710,6.750,1.200,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x2758B9D4AC86433B8DF1304D470A14B800000000000000000000000000000000,Liverpool,3,Newcastle,1,1.510,4.090,6.580,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x27679EC2BB9446C7930143F047FA476400000000000000000000000000000000,Aston Villa,0,Wolves,0,2.060,3.260,3.770,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x27FE7B503CFF4E48B25E91B4F78C49ED00000000000000000000000000000000,Wigan,1,Norwich,1,2.330,3.270,3.050,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x28512CEA57E249A3A2160B4C9F8B490C00000000000000000000000000000000,QPR,1,Chelsea,0,9.710,4.830,1.340,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x28731F7AD42144C8A86061449754BB8D00000000000000000000000000000000,Wolves,2,Sunderland,1,2.430,3.270,2.930,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x287B1B7551C14A3B8F63970A3B7F97D000000000000000000000000000000000,Fulham,1,Tottenham,3,3.430,3.360,2.140,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x292BB0A4BCAE47DAA40D312E01656CD200000000000000000000000000000000,Swansea,3,West Brom,0,2.700,3.210,2.630,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x2AE65AB730134872A9ECD2E6989C490800000000000000000000000000000000,Stoke,3,Blackburn,1,1.820,3.610,4.320,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x2B4379E5846B49E2AB398D0AB1C2B48000000000000000000000000000000000,Blackburn,0,Manchester Utd,2,7.990,4.610,1.400,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x2C1D6F44830045368944B22B85746B2600000000000000000000000000000000,Sunderland,4,Stoke,0,2.400,3.170,3.050,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x2CA1599F51224523AF5F33511609D8C700000000000000000000000000000000,Bolton,1,Tottenham,4,4.400,3.720,1.800,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x2CBDD731610448A698EC753AFACC5E1400000000000000000000000000000000,West Brom,1,QPR,0,2.190,3.400,3.260,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x2E1F5150C9294DEE992804BAE06D665600000000000000000000000000000000,Manchester City,1,Manchester Utd,0,2.040,3.410,3.670,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x2E48FDD77285484DB7DC4B54F25C9F1100000000000000000000000000000000,Chelsea,1,Stoke,0,1.360,4.620,9.490,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x2EA320D51C3A42DF93C13867517BEF6200000000000000000000000000000000,Chelsea,4,Swansea,1,1.200,6.460,14.830,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x2EC1A1E5D9AA4F3CBAC078D4C64EDBEF00000000000000000000000000000000,Liverpool,1,Wigan,2,1.280,5.280,11.720,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x2EFF85694540417A8E2D5C45A5DB35A500000000000000000000000000000000,Blackburn,2,Liverpool,3,3.130,3.390,2.260,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x3287BF73D635404B88C830782F7E313E00000000000000000000000000000000,Bolton,3,Liverpool,1,6.750,3.900,1.540,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x3295B57916634BA7A9B4D2E7CB68988E00000000000000000000000000000000,Manchester City,4,Swansea,0,1.360,4.590,9.540,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x32DF0EFD62CA4244B7E95041BF56EC0F00000000000000000000000000000000,Stoke,1,Liverpool,0,3.740,3.290,2.050,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x336976E9CCB940478530C5553530955200000000000000000000000000000000,Aston Villa,1,West Brom,2,2.110,3.210,3.690,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x34C7BFFF5E7F41E49D47F13E832FBF9300000000000000000000000000000000,Norwich,1,Manchester City,6,6.630,4.250,1.500,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x35DC01A7C5224501A1716DC566AB08C700000000000000000000000000000000,Bolton,2,Manchester City,3,4.620,3.570,1.770,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x35F77132540345D582DBC50E09270A2E00000000000000000000000000000000,Aston Villa,1,Fulham,0,2.520,3.230,2.850,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x36A24BD66EA14B2BB7E7F33ED6D7E94B00000000000000000000000000000000,Stoke,2,Bolton,2,2.150,3.860,2.990,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x371990FC9E1445B392CB9EECB3CC20EF00000000000000000000000000000000,West Brom,3,Blackburn,0,1.920,3.480,4.040,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x3779B3B82670479DB5AB12E365C74AC100000000000000000000000000000000,Newcastle,0,Manchester City,2,4.650,4.050,1.690,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x381084C9DBA44E6D9735745E1FE9554A00000000000000000000000000000000,Manchester City,1,Arsenal,0,1.800,3.710,4.330,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x38A09D32540B4A00A7AE5FA94F520A6D00000000000000000000000000000000,Everton,0,Stoke,1,1.670,3.540,5.620,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x38B7D43F7969454C8645C772E3E1268B00000000000000000000000000000000,QPR,1,Blackburn,1,2.020,3.330,3.790,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x39123AE800F9413DA55C08D7B52CDFF800000000000000000000000000000000,Blackburn,2,Sunderland,0,2.370,3.290,3.000,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x396E3B775539408BB4971DC9F3DD365F00000000000000000000000000000000,Newcastle,3,Stoke,0,1.690,3.580,5.390,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x3A123AEB4FF54F87BC9688FF201C400100000000000000000000000000000000,Wigan,2,QPR,0,2.060,3.310,3.690,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x3A29DCB88D224DF194166C986CABFC2300000000000000000000000000000000,Manchester City,4,West Brom,0,1.240,5.890,12.500,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x3A8CAFC514BD46A1BFA79DF82832385D00000000000000000000000000000000,Newcastle,1,Sunderland,1,2.240,3.170,3.360,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x3C7DEEB0ED174573B7056B4805B7299E00000000000000000000000000000000,Blackburn,1,Wolves,2,2.370,3.170,3.100,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x3DA2C95F8ADA4AA4ABAC85BAEEEA3CCB00000000000000000000000000000000,Norwich,1,Manchester Utd,2,6.550,4.280,1.500,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x3DB39E42AE3147F3B9EACAB08DB17DCC00000000000000000000000000000000,Swansea,0,Aston Villa,0,2.170,3.280,3.400,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x3DD2E6183F804F839DE311F96A50C73400000000000000000000000000000000,Everton,1,Swansea,0,1.570,3.810,6.240,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x3EEFB1AFBB7C469387FA8B4B0A9E2EFE00000000000000000000000000000000,Liverpool,1,Manchester Utd,1,2.670,3.100,2.810,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x3F0B20E8AB394CD495B587B2A8696BEC00000000000000000000000000000000,Everton,2,West Brom,0,1.780,3.520,4.710,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x3F229431E03040B0AED121D03D9DF02600000000000000000000000000000000,Fulham,2,Sunderland,1,1.700,3.730,4.920,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x3F6A9B08B0654579AC64BEB06133CE2200000000000000000000000000000000,Manchester Utd,4,Everton,4,1.350,4.780,9.310,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x4010330AB87644E5809F6D9ADC42277600000000000000000000000000000000,Newcastle,2,Aston Villa,1,2.090,3.310,3.590,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x402C2F41A2734D8B8D8B92A55B29E07B00000000000000000000000000000000,Manchester Utd,3,Bolton,0,1.150,7.610,16.970,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x41485240849248F5A796A4FC1B1524B000000000000000000000000000000000,Newcastle,2,Tottenham,2,2.910,3.360,2.400,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x418AB39701ED491E8A7EF99DB168FBAA00000000000000000000000000000000,Fulham,1,Blackburn,1,1.660,3.660,5.460,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x424A964C0A0547A3B1B4477C992064F400000000000000000000000000000000,Manchester City,2,Everton,0,1.440,4.260,7.660,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x42BC63DBA42C4DEC88F872DCFBC6921200000000000000000000000000000000,Manchester Utd,1,Newcastle,1,1.350,4.700,9.480,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x4315376B804441E39A15FCF82EFCBD0200000000000000000000000000000000,Norwich,1,Wigan,1,1.900,3.460,4.110,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x434576241EB846C9AF8B05A2AD23AD9600000000000000000000000000000000,Wigan,0,Aston Villa,0,2.730,3.210,2.630,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x435BB5A1B9F848AC8F65D015525A443E00000000000000000000000000000000,Bolton,0,Manchester Utd,5,8.480,4.690,1.370,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x43C1DFC3F5004C02A3281B0A4565EB1F00000000000000000000000000000000,Everton,2,Wolves,1,1.600,3.770,5.970,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x43D2B416F75D4EAF872163D21215005000000000000000000000000000000000,Wigan,0,Arsenal,4,6.170,4.180,1.520,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x44EAC9E58EA14C2DA05C1962315C152700000000000000000000000000000000,QPR,2,Manchester City,3,7.990,4.560,1.410,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x450460F765854AF99401D0484B4691C200000000000000000000000000000000,Everton,0,Arsenal,1,3.390,3.380,2.130,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x450EA64EE3AC418F90EB891653EB7FF000000000000000000000000000000000,Aston Villa,0,Manchester Utd,1,5.750,3.820,1.610,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x45B9960CAB89417E83E5C993A4AFEEC000000000000000000000000000000000,Liverpool,1,Sunderland,1,1.440,4.180,7.900,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x4748E1FD831B4DE7ACB790D72E49B02A00000000000000000000000000000000,Fulham,5,Newcastle,2,1.960,3.410,3.890,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x476400F94C624B7DB3E0F39C9653A82800000000000000000000000000000000,Bolton,5,Stoke,0,2.570,3.290,2.730,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x491F0C5EFF934EA388BC54F41920D24300000000000000000000000000000000,Sunderland,1,Arsenal,2,3.620,3.350,2.070,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x493F8D477CB54853818DA6DDA007FA4000000000000000000000000000000000,Bolton,2,West Brom,2,2.150,3.390,3.360,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x4995134F3EBD49C5BC5D8F322D5F92D500000000000000000000000000000000,QPR,3,Wigan,1,2.070,3.280,3.690,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x49C81223D92E4D06B8F3EA20E93B9C3100000000000000000000000000000000,Wigan,1,Bolton,3,2.380,3.220,3.040,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x4B160693A8064762BDE16510E0D00A6C00000000000000000000000000000000,Norwich,2,Everton,2,2.940,3.250,2.430,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x4DC0FE03486349708B775F7F055CF34500000000000000000000000000000000,Manchester Utd,4,Aston Villa,0,1.200,6.670,14.670,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x4DE285508002418BA9671CAA8F9AB8C300000000000000000000000000000000,Manchester City,3,Wigan,0,1.170,6.920,16.130,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x4DFDDEA303EE401F9DA473CB321CEA9E00000000000000000000000000000000,Aston Villa,0,Liverpool,2,5.840,3.730,1.630,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x5140BB629768446FACC4670BC1D9AEFD00000000000000000000000000000000,Fulham,1,Chelsea,1,3.340,3.320,2.190,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x51A07C6154DC4A8F8BDB8C790DB1C64B00000000000000000000000000000000,Manchester Utd,3,Chelsea,1,1.950,3.430,3.940,0,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x51AA30A50DBA408EAD294BF5339087E300000000000000000000000000000000,Aston Villa,1,Tottenham,1,4.090,3.530,1.880,1,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
0x52CF0DE0B8DB4951A4CB088409103ECB00000000000000000000000000000000,Tottenham,1,Manchester Utd,3,3.200,3.330,2.250,2,https://www.oddsportal.com/soccer/england/premier-league-2011-2012/results/,2011/2012
